Bug编号,Source数据库类型,Source数据库版本,Sink数据库类型,Sink数据库版本,CDC工具类型,CDC受影响版本,CDC修复版本,依赖软件,依赖软件版本,,,软件情况,故障表现,首次报告时间,确认修复时间,修复 commit hash,tool_created_at,tool_updated_at,tool_closed_at,tool_merged_at,tool_merge_commit_hash,tool_labels,tool_files_changed,tool_total_comments_count,tool_total_chars,tool_total_words,tool_total_bytes,issue_comments_count,issue_comments_chars,issue_comments_words,issue_comments_bytes,review_comments_count,review_comments_chars,review_comments_words,review_comments_bytes,pr_detail_title_chars,pr_detail_body_chars,pr_detail_comments_count,pr_detail_review_comments_count,review_blocs_count,review_blocs_chars,review_blocs_words,review_blocs_bytes
FLINK-36981,,,,,Flink CDC,3.2.1,3.3.0,,,,,崩溃故障,,2024/12/30 08:36,2025/1/9 04:13,49dc957ac6e3f8bde4b6f91603a2e7735e5977ec,2024-12-30T17:35:00Z,2025-01-09T04:13:25Z,2025-01-09T04:13:24Z,2025-01-09T04:13:24Z,49dc957ac6e3f8bde4b6f91603a2e7735e5977ec,composer;runtime;reviewed,flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkPipelineComposerITCase.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/PostTransformOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/TransformProjection.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/TransformProjectionProcessor.java,7,1231,155,1231,2,630,65,630,3,359,54,359,75,2225,2,3,2,242,36,242
FLINK-36990,MySQL,,,,Flink CDC,3.3.0,,,,,,崩溃故障,,2025/1/2 07:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36996,MySQL,,Doris,2.1,Flink CDC,3.2.1,,Flink,1.18.0,,,逻辑故障,数据变更,2025/1/2 15:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36999,Oracle,,,,Flink CDC,,3.4.0,,,,,崩溃故障,,2025/1/3 09:05,2025/5/15 12:49,f3f51b576b4c59bec89770c89945636940019947,2025-01-03T10:07:41Z,2025-05-15T12:49:40Z,2025-05-15T12:49:40Z,2025-05-15T12:49:40Z,f3f51b576b4c59bec89770c89945636940019947,oracle-cdc-connector;reviewed;approved;debezium,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-debezium/src/main/java/org/apache/flink/cdc/debezium/event/DebeziumSchemaDataTypeInference.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-oracle-cdc/src/test/java/org/apache/flink/cdc/connectors/oracle/table/OracleConnectorITCase.java,6,4982,158,4986,1,4679,127,4681,3,233,21,235,171,134,1,3,2,70,10,70
FLINK-37000,,,,,Flink CDC,3.2.1,3.4.0,,,,,逻辑故障,数据变更,2025/1/3 09:36,2025/4/8 08:19,4baee8c6369d3cfb58ff06ae3eb2042a61e8809b,2025-01-03T13:36:03Z,2025-04-08T08:19:58Z,2025-04-08T08:19:58Z,2025-04-08T08:19:58Z,4baee8c6369d3cfb58ff06ae3eb2042a61e8809b,mysql-cdc-connector;mysql-pipeline-connector;reviewed;approved,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/java/org/apache/flink/cdc/connectors/mysql/source/MySqlAncientDateAndTimeITCase.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/resources/ddl/ancient_date_and_time.sql;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/resources/docker/server-allow-ancient-date-time/my.cnf;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-debezium/src/main/java/org/apache/flink/cdc/debezium/event/DebeziumEventDeserializationSchema.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-debezium/src/main/java/org/apache/flink/cdc/debezium/table/RowDataDebeziumDeserializeSchema.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/source/MySqlAncientDateAndTimeITCase.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/table/MySqlAncientDateAndTimeITCase.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/resources/ddl/ancient_date_and_time.sql;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/resources/docker/server-allow-ancient-date-time/my.cnf,0,0,0,0,0,0,0,0,0,0,0,0,76,935,0,0,0,0,0,0
FLINK-37012,,,,,Flink CDC,3.2.0/3.2.1,3.3.0,,,,,崩溃故障,,2025/1/6 09:27,2025/1/13 07:23,f7f3901fa38a0e1074609545703d19e99601aa5a,2025-01-06T10:00:58Z,2025-01-13T07:23:58Z,2025-01-13T07:23:58Z,2025-01-13T07:23:58Z,f7f3901fa38a0e1074609545703d19e99601aa5a,runtime;reviewed;approved,flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/ProjectionColumnProcessor.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/transform/PostTransformOperatorTest.java,6,634,94,634,3,361,52,361,0,0,0,0,95,1091,3,0,3,273,42,273
FLINK-37080,PostgreSQL,,,,Flink CDC,,,,,,,挂起故障,,2025/1/9 06:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37110,,,,,Flink CDC,,,,,,,挂起故障,,2025/1/14 01:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37114,PostgreSQL,,,,Flink CDC,3.2.1,,,,,,挂起故障,,2025/1/14 06:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37132,,,,,Flink CDC,3.2.0/3.2.1,,,,,,崩溃故障,,2025/1/15 06:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37191,,,,,Flink CDC,3.3.0,3.4.0,,,,,挂起故障,,2025/1/21 11:38,2025/2/11 12:24,cd1fb6f980ee776216c444eb99acea90b61b8169,2025-02-04T13:43:17Z,2025-04-23T02:32:07Z,2025-02-11T12:24:13Z,2025-02-11T12:24:13Z,cd1fb6f980ee776216c444eb99acea90b61b8169,mysql-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/debezium/reader/BinlogSplitReader.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/debezium/task/MySqlSnapshotSplitReadTask.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/offset/BinlogOffset.java,12,5893,579,5897,7,4065,425,4069,2,436,61,436,101,389,7,2,3,1392,93,1392
FLINK-37195,,,,,Flink CDC,3.3.0,,,,,,崩溃故障,,2025/1/22 04:12,2025/1/11 12:24,d77cf7fa759d64f257f67c4a9b713893cec84f5c,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37217,MySQL,,,,Flink CDC,,3.5.0+,,,,,崩溃故障,,2025/1/24 02:54,2025/10/11 02:32,e0e09313b3afa81b1bfaeb47a8a1ace1365cb330,2025-01-24T03:07:16Z,2025-10-11T02:32:08Z,2025-10-11T02:32:07Z,2025-10-11T02:32:07Z,e0e09313b3afa81b1bfaeb47a8a1ace1365cb330,mysql-cdc-connector;reviewed,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/debezium/task/context/MySqlErrorHandler.java,7,681,107,681,6,676,106,676,0,0,0,0,100,19,6,0,1,5,1,5
FLINK-37254,OceanBase,5.7.25-OceanBase_CE-v4.1.0.2,,,Flink CDC,3.1.0,,Flink,1.18.1,,,崩溃故障,,2025/2/5 03:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37262,MySQL,,,,Flink CDC,3.3.0,3.4.0,,,,,潜在故障（配置出错）,,2025/2/6 05:52,2025/2/11 12:19,0a4c256433c60b8a43ccc412d38f35904d0b5448,2025-02-06T06:11:59Z,2025-02-11T12:19:10Z,2025-02-11T12:19:09Z,2025-02-11T12:19:09Z,0a4c256433c60b8a43ccc412d38f35904d0b5448,mysql-cdc-connector;mysql-pipeline-connector;reviewed;approved,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/main/java/org/apache/flink/cdc/connectors/mysql/factory/MySqlDataSourceFactory.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/java/org/apache/flink/cdc/connectors/mysql/source/MySqlDataSourceFactoryTest.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/table/MySqlTableSource.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/table/MySqlTableSourceFactoryTest.java,0,0,0,0,0,0,0,0,0,0,0,0,100,91,0,0,0,0,0,0
FLINK-37292,,,,,Flink CDC,3.3.0,,Flink,1.20.0,,,崩溃故障,,2025/2/10 09:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37293,OceanBase,,,,Flink CDC,,,,,,,逻辑故障,数据变更,2025/2/10 09:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37313,MySQL,8.0.33,,,Flink CDC,3.3.0,,,,,,挂起故障,,2025/2/13 04:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37326,MySQL,8.0.33,,,Flink CDC,3.3.0,3.4.0,,,,,崩溃故障,,2025/2/14 10:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37334,MySQL,,Value,,Flink CDC,3.3.0,,,,,,逻辑故障（待确认）,数据变更,2025/2/17 08:04,2025/2/19 23:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37345,MySQL,,Paimon,,Flink CDC,3.0.0,,,,,,崩溃故障,,2025/2/18 10:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37348,MySQL,,Paimon,,Flink CDC,3.3.0,3.4.0,,,,,崩溃故障,,2025/2/19 06:38,2025/3/5 03:53,8019fd3fc07f3b3d4288347302b65b32860410f5,2025-02-19T06:45:41Z,2025-03-05T03:53:38Z,2025-03-05T03:53:38Z,2025-03-05T03:53:38Z,8019fd3fc07f3b3d4288347302b65b32860410f5,e2e-tests;paimon-pipeline-connector;reviewed;approved,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/main/java/org/apache/flink/cdc/connectors/paimon/sink/PaimonMetadataApplier.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/test/java/org/apache/flink/cdc/connectors/paimon/sink/PaimonMetadataApplierTest.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/MysqlE2eITCase.java,8,954,119,954,1,63,9,63,6,869,107,869,94,3642,1,6,1,22,3,22
FLINK-37355,MySQL,,Print,,Flink CDC,3.3.0,,,,,,崩溃故障,,2025/2/20 01:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37362,PolarDB-X,,,,Flink CDC,3.4.0,3.4.0,,,,,挂起故障,,2025/2/20 13:20,2025/3/7 04:12,7389aafb26a885d39f9c4ff84aff30e4d6dc6d60,2025-03-06T13:14:54Z,2025-03-07T04:13:03Z,2025-03-07T04:12:57Z,2025-03-07T04:12:57Z,7389aafb26a885d39f9c4ff84aff30e4d6dc6d60,mysql-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/polardbx/PolardbxCharsetITCase.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/polardbx/PolardbxSourceITCase.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/polardbx/PolardbxSourceTestBase.java,4,3566,174,3566,2,3377,142,3377,1,121,22,121,80,80,2,1,1,68,10,68
FLINK-37368,MySQL,,,,Flink CDC,3.3.0,,,,,,崩溃故障,,2025/2/21 08:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37369,OceanBase,5.7.25-OceanBase_CE-v4.1.0.2,,,Flink CDC,3.1.0,,,,,,崩溃故障,,2025/2/21 09:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37371,PostgreSQL,,,,Flink CDC,3.2.0,3.4.0,,,,,崩溃故障,,2025/2/22 08:11,2025/3/27 12:11,da40727d29c8e3d3c637a52d102b3ed636ebf13a,2025-02-22T08:21:20Z,2025-03-27T14:36:28Z,2025-03-27T12:11:46Z,2025-03-27T12:11:46Z,da40727d29c8e3d3c637a52d102b3ed636ebf13a,postgres-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/main/java/org/apache/flink/cdc/connectors/postgres/source/utils/PostgresQueryUtils.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/test/java/org/apache/flink/cdc/connectors/postgres/source/PostgresDialectTest.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/test/java/org/apache/flink/cdc/connectors/postgres/source/PostgresSourceITCase.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/test/java/org/apache/flink/cdc/connectors/postgres/source/fetch/PostgresScanFetchTaskTest.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/test/java/org/apache/flink/cdc/connectors/postgres/source/reader/PostgresSourceReaderTest.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/test/java/org/apache/flink/cdc/connectors/postgres/testutils/TestTable.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/test/java/org/apache/flink/cdc/connectors/postgres/testutils/TestTableId.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/test/resources/ddl/customer.sql,6,2189,351,2189,3,424,75,424,2,1692,266,1692,95,1641,3,2,1,73,10,73
FLINK-37388,MySQL,,,,Flink CDC,3.0.0,,,,,,崩溃故障,,2025/2/26 09:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37395,MySQL,,,,Flink CDC,3.0.0,3.5.0,,,,,崩溃故障,,2025/2/27 05:00,2025/8/13 03:13,b937fdcf6ad7ebdefa2a2a3ee23b55a1ddbfa5da,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37409,MySQL,,,,Flink CDC,3.3.0,3.4.0,,,,,崩溃故障,,2025/3/3 07:08,2025/3/5 11:40,9101092e1b0ebf55affad5688b51a86795a1304e,2025-03-03T07:26:26Z,2025-03-12T07:19:43Z,2025-03-05T11:40:00Z,2025-03-05T11:40:00Z,9101092e1b0ebf55affad5688b51a86795a1304e,mysql-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/debezium/reader/BinlogSplitReader.java,2,18,3,20,0,0,0,0,0,0,0,0,91,77,0,0,2,18,3,20
FLINK-37433,,,Doris,,Flink CDC,3.2.0/3.3.0,,,,,,挂起故障,,2025/3/7 02:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37449,PostgreSQL,,,,Flink CDC,3.1.0//3.1.1/3.2.0/3.2.1/3.3.0,3.4.0,,,,,数据堆积,,2025/3/11 03:26,2025/3/12 13:25,b283da6d9a2247c90f864a60e42abfba42e2183a,2025-03-11T06:45:34Z,2025-03-12T13:25:09Z,2025-03-12T13:25:08Z,2025-03-12T13:25:08Z,b283da6d9a2247c90f864a60e42abfba42e2183a,postgres-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/main/java/org/apache/flink/cdc/connectors/postgres/source/enumerator/PostgresSourceEnumerator.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/main/java/org/apache/flink/cdc/connectors/postgres/source/reader/PostgresSourceReader.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-postgres-cdc/src/test/java/org/apache/flink/cdc/connectors/postgres/source/PostgresSourceITCase.java,3,108,15,108,2,37,4,37,0,0,0,0,83,11,2,0,1,71,11,71
FLINK-37453,,,,,Flink CDC,3.4.0,3.4.0,Flink,1.20.1,,,测试错误（待确认）,,2025/3/11 08:32,2025/4/25 09:12,e35180d8f4d6e127f6d0012a5d790f083393b71f,2025-03-21T11:54:44Z,2025-04-25T09:12:51Z,2025-04-25T09:12:50Z,2025-04-25T09:12:50Z,e35180d8f4d6e127f6d0012a5d790f083393b71f,build;e2e-tests;migration-tests;reviewed;approved,.github/workflows/flink_cdc_ci.yml;.github/workflows/flink_cdc_ci_nightly.yml;.github/workflows/flink_cdc_migration_test_base.yml;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/MaxComputeE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/MySqlToDorisE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/MySqlToIcebergE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/MySqlToPaimonE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/MysqlE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/MysqlToKafkaE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/OceanBaseE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/RouteE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/SchemaEvolveE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/SchemaEvolvingTransformE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/TransformE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/UdfE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/migration/YamlJobMigrationITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/utils/PipelineTestEnvironment.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/utils/TarballFetcher.java;flink-cdc-migration-tests/flink-cdc-migration-testcases/pom.xml;flink-cdc-migration-tests/flink-cdc-migration-testcases/src/test/java/org/apache/flink/cdc/migration/tests/MigrationTestBase.java;flink-cdc-migration-tests/flink-cdc-migration-testcases/src/test/java/org/apache/flink/cdc/migration/tests/SchemaManagerMigrationTest.java;flink-cdc-migration-tests/flink-cdc-migration-testcases/src/test/java/org/apache/flink/cdc/migration/tests/SchemaRegistryMigrationTest.java;flink-cdc-migration-tests/flink-cdc-migration-testcases/src/test/java/org/apache/flink/cdc/migration/tests/TableChangeInfoMigrationTest.java;flink-cdc-migration-tests/flink-cdc-migration-testcases/src/test/resources/log4j2-test.properties;flink-cdc-migration-tests/flink-cdc-release-3.2.0/pom.xml;flink-cdc-migration-tests/flink-cdc-release-3.2.0/src/main/java/org/apache/flink/cdc/migration/tests/MigrationMockBase.java;flink-cdc-migration-tests/flink-cdc-release-3.2.0/src/main/java/org/apache/flink/cdc/migration/tests/SchemaManagerMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.2.0/src/main/java/org/apache/flink/cdc/migration/tests/SchemaRegistryMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.2.0/src/main/java/org/apache/flink/cdc/migration/tests/TableChangeInfoMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.2.1/pom.xml;flink-cdc-migration-tests/flink-cdc-release-3.2.1/src/main/java/org/apache/flink/cdc/migration/tests/MigrationMockBase.java;flink-cdc-migration-tests/flink-cdc-release-3.2.1/src/main/java/org/apache/flink/cdc/migration/tests/SchemaManagerMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.2.1/src/main/java/org/apache/flink/cdc/migration/tests/SchemaRegistryMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.2.1/src/main/java/org/apache/flink/cdc/migration/tests/TableChangeInfoMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-snapshot/pom.xml;flink-cdc-migration-tests/flink-cdc-release-snapshot/src/main/java/org/apache/flink/cdc/migration/tests/MigrationMockBase.java;flink-cdc-migration-tests/flink-cdc-release-snapshot/src/main/java/org/apache/flink/cdc/migration/tests/SchemaManagerMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-snapshot/src/main/java/org/apache/flink/cdc/migration/tests/SchemaRegistryMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-snapshot/src/main/java/org/apache/flink/cdc/migration/tests/TableChangeInfoMigrationMock.java;flink-cdc-migration-tests/pom.xml,2,346,58,346,1,250,41,250,0,0,0,0,61,820,1,0,1,96,17,96
FLINK-37454,,,,,Flink CDC,3.4.0,,,,,,挂起故障,,2025/3/11 08:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37503,,,,,Flink CDC,3.3.0,,,,,,崩溃故障,,2025/3/18 13:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37507,MySQL,,,,Flink CDC,3.3.0,3.4.0,,,,,逻辑故障,数据变更,2025/3/19 03:33,2025/4/21 09:24,72345f0ec73c9cc3013d2804c9020244167bcb3b,2025-03-19T04:11:15Z,2025-04-21T09:24:40Z,2025-04-21T09:24:40Z,2025-04-21T09:24:40Z,72345f0ec73c9cc3013d2804c9020244167bcb3b,mysql-cdc-connector;mysql-pipeline-connector;reviewed;approved,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/main/java/org/apache/flink/cdc/connectors/mysql/factory/MySqlDataSourceFactory.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/java/org/apache/flink/cdc/connectors/mysql/source/MySqlTablePatternMatchingTest.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/source/MySqlSourceTestBase.java,8,238,39,238,2,78,13,78,4,153,24,153,120,358,2,4,2,7,2,7
FLINK-37537,MySQL,,,,Flink CDC,3.3.0,,,,,,崩溃故障,,2025/3/24 01:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37538,MySQL,,,,Flink CDC,3.3.0,,,,,,逻辑故障,结构变化,2025/3/24 01:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37578,,,,,Flink CDC,3.4.0,3.4.0,,,,,崩溃故障,,2025/3/28 08:14,2025/4/21 08:42,47433993575d222808eb9cabe17b63c79270ae3d,2025-03-28T08:34:35Z,2025-04-21T08:42:48Z,2025-04-21T08:42:48Z,2025-04-21T08:42:47Z,47433993575d222808eb9cabe17b63c79270ae3d,runtime;reviewed;approved,flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/distributed/SchemaCoordinator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/distributed/SchemaOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/distributed/event/SchemaChangeRequest.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/distributed/event/SchemaChangeResponse.java,3,319,55,321,2,276,49,278,0,0,0,0,85,513,2,0,1,43,6,43
FLINK-37585,MySQL,,,,Flink CDC,3.2.1,,,,,,逻辑故障（待复现）,数据丢失,2025/3/30 04:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37619,MySQL,,Paimon,,Flink CDC,3.2.1,,,,,,崩溃故障,,2025/4/7 03:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37634,MySQL,,,,Flink CDC,,3.5.0,,,,,崩溃故障,,2025/6/10 06:42,2025/6/10 06:41,1c0c5af4ece158f9f3743fab4b0cfcf274314dc7,2025-04-18T10:03:21Z,2025-06-10T06:41:32Z,2025-06-10T06:41:32Z,2025-06-10T06:41:32Z,1c0c5af4ece158f9f3743fab4b0cfcf274314dc7,mysql-pipeline-connector;reviewed;approved;3.5,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/main/java/org/apache/flink/cdc/connectors/mysql/source/MySqlDataSource.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/main/java/org/apache/flink/cdc/connectors/mysql/source/MySqlEventDeserializer.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/main/java/org/apache/flink/cdc/connectors/mysql/source/parser/CustomAlterTableParserListener.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/main/java/org/apache/flink/cdc/connectors/mysql/source/parser/CustomMySqlAntlrDdlParser.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/main/java/org/apache/flink/cdc/connectors/mysql/source/parser/CustomMySqlAntlrDdlParserListener.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/main/java/org/apache/flink/cdc/connectors/mysql/utils/MySqlSchemaUtils.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/java/org/apache/flink/cdc/connectors/mysql/source/MySqlTableIdCaseInsensitveITCase.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/resources/docker/tablename-sensitive/my.cnf,5,1960,244,1968,3,1950,242,1958,0,0,0,0,70,244,3,0,2,10,2,10
FLINK-37673,,,,,Flink CDC,3.4.0,,,,,,逻辑故障,结构变化,2025/4/14 16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-37678,MySQL,,Doris,,Flink CDC,3.3.0,3.4.0,,,,,挂起故障,,2025/4/15 08:12,2025/4/22 07:00,e7760d444af770ae5f549afd0a05754f07a9683f,,,,,,,,,,,,,,,,,,,,,,,,,,,
