Bug编号,Source数据库类型,Source数据库版本,Sink数据库类型,Sink数据库版本,首次报告时间,确认修复时间,修复 commit hash,修复周期,tool_created_at,tool_updated_at,tool_closed_at,tool_merged_at,tool_merge_commit_hash,tool_labels,tool_files_changed,tool_total_files_count,tool_people_involved_count,tool_loc_changed,tool_pr_tries_count,tool_total_comments_count,tool_total_chars,tool_total_words,tool_total_bytes,issue_comments_count,issue_comments_chars,issue_comments_words,issue_comments_bytes,review_comments_count,review_comments_chars,review_comments_words,review_comments_bytes,pr_detail_title_chars,pr_detail_body_chars,pr_detail_comments_count,pr_detail_review_comments_count,review_blocs_count,review_blocs_chars,review_blocs_words,review_blocs_bytes
FLINK-35409,MySQL,,,,2024/5/21 10:14,2024/5/30 03:57,19c382c0f2f2736baeb1c652130cb30dd98ca90c,8d 17:43:22,2024-05-21T10:29:25Z,2024-05-30T03:57:23Z,2024-05-30T03:57:22Z,2024-05-30T03:57:22Z,19c382c0f2f2736baeb1c652130cb30dd98ca90c,mysql-cdc-connector,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/reader/MySqlSourceReader.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/source/reader/MySqlSourceReaderTest.java,2,3,144,1,3.0,59.0,11.0,59.0,1.0,52.0,9.0,52.0,0.0,0.0,0.0,0.0,94.0,91.0,1.0,0.0,2.0,7.0,2.0,7.0
FLINK-35415,,,Doris;StarRocks,,2024/5/22 01:28,2024/6/6 07:50,1a360635c7ac936106e78d87867f96ed3f64e04b,15d 06:22:19,2024-05-22T10:28:11Z,2024-06-06T07:50:19Z,2024-06-06T07:50:19Z,2024-06-06T07:50:19Z,1a360635c7ac936106e78d87867f96ed3f64e04b,composer;build;e2e-tests;doris-pipeline-connector;starrocks-pipeline-connector,flink-cdc-composer/src/main/java/org/apache/flink/cdc/composer/flink/translator/DataSinkTranslator.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-doris/pom.xml;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-doris/src/test/java/org/apache/flink/cdc/connectors/doris/sink/DorisMetadataApplierITCase.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-doris/src/test/java/org/apache/flink/cdc/connectors/doris/sink/DorisPipelineITCase.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-doris/src/test/java/org/apache/flink/cdc/connectors/doris/sink/utils/DorisContainer.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-doris/src/test/java/org/apache/flink/cdc/connectors/doris/sink/utils/DorisSinkTestBase.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-doris/src/test/resources/log4j2-test.properties;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-starrocks/pom.xml;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-starrocks/src/test/java/com/starrocks/shade/org/apache/commons/compress/utils/Lists.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-starrocks/src/test/java/org/apache/flink/cdc/connectors/starrocks/sink/StarRocksMetadataApplierITCase.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-starrocks/src/test/java/org/apache/flink/cdc/connectors/starrocks/sink/StarRocksPipelineITCase.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-starrocks/src/test/java/org/apache/flink/cdc/connectors/starrocks/sink/utils/StarRocksContainer.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-starrocks/src/test/java/org/apache/flink/cdc/connectors/starrocks/sink/utils/StarRocksSinkTestBase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/pom.xml;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/MySqlToDorisE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/MysqlE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/TransformE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/utils/PipelineTestEnvironment.java;flink-cdc-e2e-tests/flink-cdc-source-e2e-tests/pom.xml;flink-cdc-e2e-tests/flink-cdc-source-e2e-tests/src/test/java/org/apache/flink/cdc/connectors/tests/utils/FlinkContainerTestEnvironment.java;pom.xml,21,3,2785,1,15.0,1269.0,212.0,1269.0,4.0,261.0,41.0,261.0,8.0,642.0,105.0,642.0,53.0,378.0,4.0,8.0,3.0,366.0,66.0,366.0
FLINK-35430,,,Kafka,,2024/5/23 07:54,2024/6/3 06:17,0e8b2c7cc59db227dc0e15f219bd3d1b4c28ad42,10d 22:23:47,2024-05-24T06:52:26Z,2024-06-03T08:30:48Z,2024-06-03T06:17:47Z,2024-06-03T06:17:47Z,0e8b2c7cc59db227dc0e15f219bd3d1b4c28ad42,,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-kafka/src/main/java/org/apache/flink/cdc/connectors/kafka/json/ChangeLogJsonFormatFactory.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-kafka/src/main/java/org/apache/flink/cdc/connectors/kafka/json/canal/CanalJsonSerializationSchema.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-kafka/src/main/java/org/apache/flink/cdc/connectors/kafka/json/debezium/DebeziumJsonSerializationSchema.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-kafka/src/main/java/org/apache/flink/cdc/connectors/kafka/sink/KafkaDataSinkFactory.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-kafka/src/test/java/org/apache/flink/cdc/connectors/kafka/json/canal/CanalJsonSerializationSchemaTest.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-kafka/src/test/java/org/apache/flink/cdc/connectors/kafka/json/debezium/DebeziumJsonSerializationSchemaTest.java,6,5,26,,6.0,591.0,93.0,591.0,2.0,422.0,64.0,422.0,1.0,85.0,15.0,85.0,81.0,122.0,2.0,1.0,3.0,84.0,14.0,84.0
FLINK-35464,Runtime,,,,2024/5/27 11:31,2024/6/6 04:00,414720d1c5e9126ca557bf59389e9fb1b460c998,9d 16:29:27,2024-05-28T01:27:07Z,2024-06-06T04:00:27Z,2024-06-06T04:00:27Z,2024-06-06T04:00:27Z,414720d1c5e9126ca557bf59389e9fb1b460c998,runtime;build,.github/labeler.yml;.github/workflows/flink_cdc.yml;flink-cdc-migration-tests/flink-cdc-migration-testcases/pom.xml;flink-cdc-migration-tests/flink-cdc-migration-testcases/src/test/java/org/apache/flink/cdc/migration/tests/MigrationTestBase.java;flink-cdc-migration-tests/flink-cdc-migration-testcases/src/test/java/org/apache/flink/cdc/migration/tests/SchemaManagerMigrationTest.java;flink-cdc-migration-tests/flink-cdc-migration-testcases/src/test/java/org/apache/flink/cdc/migration/tests/SchemaRegistryMigrationTest.java;flink-cdc-migration-tests/flink-cdc-migration-testcases/src/test/java/org/apache/flink/cdc/migration/tests/TableChangeInfoMigrationTest.java;flink-cdc-migration-tests/flink-cdc-migration-testcases/src/test/resources/log4j2-test.properties;flink-cdc-migration-tests/flink-cdc-release-3.0.0/pom.xml;flink-cdc-migration-tests/flink-cdc-release-3.0.0/src/main/java/com/ververica/cdc/migration/tests/MigrationMockBase.java;flink-cdc-migration-tests/flink-cdc-release-3.0.0/src/main/java/com/ververica/cdc/migration/tests/SchemaManagerMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.0.0/src/main/java/com/ververica/cdc/migration/tests/SchemaRegistryMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.0.1/pom.xml;flink-cdc-migration-tests/flink-cdc-release-3.0.1/src/main/java/com/ververica/cdc/migration/tests/MigrationMockBase.java;flink-cdc-migration-tests/flink-cdc-release-3.0.1/src/main/java/com/ververica/cdc/migration/tests/SchemaManagerMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.0.1/src/main/java/com/ververica/cdc/migration/tests/SchemaRegistryMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.1.0/pom.xml;flink-cdc-migration-tests/flink-cdc-release-3.1.0/src/main/java/org/apache/flink/cdc/migration/tests/MigrationMockBase.java;flink-cdc-migration-tests/flink-cdc-release-3.1.0/src/main/java/org/apache/flink/cdc/migration/tests/SchemaManagerMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.1.0/src/main/java/org/apache/flink/cdc/migration/tests/SchemaRegistryMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.1.0/src/main/java/org/apache/flink/cdc/migration/tests/TableChangeInfoMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-snapshot/pom.xml;flink-cdc-migration-tests/flink-cdc-release-snapshot/src/main/java/org/apache/flink/cdc/migration/tests/MigrationMockBase.java;flink-cdc-migration-tests/flink-cdc-release-snapshot/src/main/java/org/apache/flink/cdc/migration/tests/SchemaManagerMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-snapshot/src/main/java/org/apache/flink/cdc/migration/tests/SchemaRegistryMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-snapshot/src/main/java/org/apache/flink/cdc/migration/tests/TableChangeInfoMigrationMock.java;flink-cdc-migration-tests/pom.xml;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/coordinator/SchemaManager.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/coordinator/SchemaRegistry.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/TableChangeInfo.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/serializer/schema/SchemaSerializer.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/schema/coordinator/SchemaManagerTest.java,32,2,1806,1,8.0,1138.0,179.0,1138.0,3.0,452.0,67.0,452.0,2.0,242.0,34.0,242.0,73.0,1869.0,3.0,2.0,3.0,444.0,78.0,444.0
FLINK-35524,MySQL,,,,2024/6/5 07:29,2024/8/6 07:24,0c49959f678d6ea4269f78b3080f35cbf1f58601,61d 23:55:39,2024-06-05T07:35:24Z,2024-08-06T07:24:39Z,2024-08-06T07:24:39Z,2024-08-06T07:24:39Z,0c49959f678d6ea4269f78b3080f35cbf1f58601,mysql-cdc-connector;base;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/dialect/DataSourceDialect.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/dialect/JdbcDataSourceDialect.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/relational/connection/JdbcConnectionPools.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/assigner/HybridSplitAssigner.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/assigner/SnapshotSplitAssigner.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/assigner/SplitAssigner.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/assigner/StreamSplitAssigner.java;flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/enumerator/IncrementalSourceEnumerator.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/assigners/MySqlBinlogSplitAssigner.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/assigners/MySqlSnapshotSplitAssigner.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/assigners/MySqlSplitAssigner.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/connection/JdbcConnectionPools.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/enumerator/MySqlSourceEnumerator.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/source/assigners/MySqlBinlogSplitAssignerTest.java,14,4,84,1,14.0,1160.0,175.0,1162.0,1.0,53.0,6.0,53.0,11.0,972.0,148.0,974.0,66.0,572.0,1.0,12.0,2.0,135.0,21.0,135.0
FLINK-35527,,,,,2024/6/5 12:56,2024/6/6 01:14,b1e157468a703e53c3217940182f5f1a021c3ea3,0d 12:18:51,2024-05-21T11:41:22Z,2024-06-06T01:14:52Z,2024-06-06T01:14:51Z,2024-06-06T01:14:51Z,b1e157468a703e53c3217940182f5f1a021c3ea3,docs,docs/content.zh/docs/connectors/flink-sources/db2-cdc.md;docs/content.zh/docs/connectors/flink-sources/mongodb-cdc.md;docs/content.zh/docs/connectors/flink-sources/mysql-cdc.md;docs/content.zh/docs/connectors/flink-sources/oceanbase-cdc.md;docs/content.zh/docs/connectors/flink-sources/oracle-cdc.md;docs/content.zh/docs/connectors/flink-sources/postgres-cdc.md;docs/content.zh/docs/connectors/flink-sources/sqlserver-cdc.md;docs/content.zh/docs/connectors/flink-sources/tidb-cdc.md;docs/content.zh/docs/connectors/flink-sources/tutorials/build-real-time-data-lake-tutorial.md;docs/content.zh/docs/connectors/flink-sources/tutorials/build-streaming-etl-tutorial.md;docs/content.zh/docs/connectors/flink-sources/tutorials/mongodb-tutorial.md;docs/content.zh/docs/connectors/flink-sources/tutorials/oceanbase-tutorial.md;docs/content.zh/docs/connectors/flink-sources/tutorials/oracle-tutorial.md;docs/content.zh/docs/connectors/flink-sources/tutorials/polardbx-tutorial.md;docs/content.zh/docs/connectors/flink-sources/tutorials/sqlserver-tutorial.md;docs/content.zh/docs/connectors/flink-sources/tutorials/tidb-tutorial.md;docs/content.zh/docs/connectors/flink-sources/vitess-cdc.md;docs/content.zh/docs/get-started/quickstart/mysql-to-doris.md;docs/content.zh/docs/get-started/quickstart/mysql-to-starrocks.md;docs/content/docs/connectors/flink-sources/db2-cdc.md;docs/content/docs/connectors/flink-sources/mongodb-cdc.md;docs/content/docs/connectors/flink-sources/mysql-cdc.md;docs/content/docs/connectors/flink-sources/oceanbase-cdc.md;docs/content/docs/connectors/flink-sources/oracle-cdc.md;docs/content/docs/connectors/flink-sources/postgres-cdc.md;docs/content/docs/connectors/flink-sources/sqlserver-cdc.md;docs/content/docs/connectors/flink-sources/tidb-cdc.md;docs/content/docs/connectors/flink-sources/vitess-cdc.md;docs/content/docs/get-started/quickstart/mysql-to-doris.md;docs/content/docs/get-started/quickstart/mysql-to-starrocks.md,30,4,172,1,5.0,199.0,31.0,202.0,2.0,56.0,7.0,56.0,0.0,0.0,0.0,0.0,90.0,148.0,2.0,0.0,3.0,143.0,24.0,146.0
FLINK-35540,MySQL,5.7/8.0,,,2024/6/6 08:46,2024/6/11 11:11,c958daf8ab417d16fc7fc0b59f341e8f9cf372e7,5d 02:25:01,2024-06-06T11:05:13Z,2024-06-11T11:11:02Z,2024-06-11T11:11:01Z,2024-06-11T11:11:01Z,c958daf8ab417d16fc7fc0b59f341e8f9cf372e7,common;mysql-pipeline-connector,flink-cdc-common/src/main/java/org/apache/flink/cdc/common/schema/Selectors.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/utils/Predicates.java;flink-cdc-common/src/test/java/org/apache/flink/cdc/common/schema/SelectorsTest.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/java/org/apache/flink/cdc/connectors/mysql/source/MySqlDataSourceFactoryTest.java,4,3,102,1,6.0,908.0,143.0,908.0,0.0,0.0,0.0,0.0,3.0,678.0,105.0,678.0,109.0,49.0,0.0,3.0,3.0,230.0,38.0,230.0
FLINK-35545,,,,,2024/6/7 04:15,2024/6/7 11:11,7d35f3c1d387f9595707a75e16f7e80767d3f20a,0d 06:56:06,2024-06-07T05:03:42Z,2024-06-07T11:11:06Z,2024-06-07T11:11:06Z,2024-06-07T11:11:06Z,7d35f3c1d387f9595707a75e16f7e80767d3f20a,docs,docs/config.toml;docs/content.zh/docs/connectors/flink-sources/db2-cdc.md;docs/content.zh/docs/connectors/flink-sources/mysql-cdc.md;docs/content.zh/docs/connectors/flink-sources/oracle-cdc.md;docs/content.zh/docs/connectors/flink-sources/overview.md;docs/content.zh/docs/connectors/flink-sources/postgres-cdc.md;docs/content.zh/docs/connectors/flink-sources/sqlserver-cdc.md;docs/content.zh/docs/connectors/pipeline-connectors/mysql.md;docs/content/docs/connectors/flink-sources/db2-cdc.md;docs/content/docs/connectors/flink-sources/mysql-cdc.md;docs/content/docs/connectors/flink-sources/oracle-cdc.md;docs/content/docs/connectors/flink-sources/overview.md;docs/content/docs/connectors/flink-sources/postgres-cdc.md;docs/content/docs/connectors/flink-sources/sqlserver-cdc.md;docs/content/docs/connectors/pipeline-connectors/mysql.md,15,2,65,1,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0
FLINK-35600,MySQL,,,,2024/6/14 05:35,2025/1/16 11:48,2fa215e5c45818ecc7f5d73783dfb61c1f0e4828,216d 06:13:34,2024-06-14T05:35:40Z,2025-04-23T01:53:32Z,2025-01-16T11:48:34Z,2025-01-16T11:48:34Z,2fa215e5c45818ecc7f5d73783dfb61c1f0e4828,mysql-cdc-connector;reviewed;Stale;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/debezium/task/MySqlSnapshotSplitReadTask.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/offset/BinlogOffset.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/debezium/reader/BinlogSplitReaderTest.java,3,7,117,1,13.0,2423.0,285.0,2423.0,9.0,1262.0,166.0,1262.0,2.0,1087.0,107.0,1087.0,54.0,49.0,9.0,2.0,2.0,74.0,12.0,74.0
FLINK-35674,MySQL,5.7/8.0,,,2024/6/24 03:28,2024/8/6 07:49,986f37b30750da0a84e2da8d0ff9554702dacc01,43d 04:21:51,2024-06-24T07:00:11Z,2024-08-06T07:49:51Z,2024-08-06T07:49:51Z,2024-08-06T07:49:51Z,986f37b30750da0a84e2da8d0ff9554702dacc01,mysql-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/debezium/DebeziumUtils.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/debezium/task/context/StatefulTaskContext.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/offset/BinlogOffsetUtils.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/debezium/reader/BinlogSplitReaderTest.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/source/SpecificStartingOffsetITCase.java,5,4,58,1,48.0,15172.0,2060.0,15192.0,15.0,4275.0,694.0,4285.0,30.0,10767.0,1346.0,10777.0,96.0,701.0,15.0,30.0,3.0,130.0,20.0,130.0
FLINK-35700,,,,,2024/6/26 02:16,2024/6/26 04:14,0723009a697565c038991e9ff1e73f3329be8991,0d 01:58:24,2024-06-26T02:21:27Z,2024-06-26T04:14:24Z,2024-06-26T04:14:24Z,2024-06-26T04:14:24Z,0723009a697565c038991e9ff1e73f3329be8991,composer,flink-cdc-composer/src/main/java/org/apache/flink/cdc/composer/definition/PipelineDef.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/definition/PipelineValidationTest.java,2,3,130,1,7.0,540.0,62.0,542.0,3.0,117.0,15.0,119.0,3.0,421.0,46.0,421.0,57.0,365.0,3.0,3.0,1.0,2.0,1.0,2.0
FLINK-35715,MySQL;Runtime,5.7/8.0,,,2024/6/27 11:55,2024/8/9 06:28,07446d1f9de23b6d5e7b50de1b00ba901ffd31db,42d 18:33:43,2024-08-06T09:28:49Z,2024-08-09T06:28:44Z,2024-08-09T06:28:43Z,2024-08-09T06:28:43Z,07446d1f9de23b6d5e7b50de1b00ba901ffd31db,common;runtime;mysql-pipeline-connector;reviewed;approved,flink-cdc-common/src/main/java/org/apache/flink/cdc/common/data/binary/BinaryRecordData.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/java/org/apache/flink/cdc/connectors/mysql/source/MySqlFullTypesITCase.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/java/org/apache/flink/cdc/connectors/mysql/source/MySqlMetadataAccessorITCase.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/resources/ddl/column_type_test.sql;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/resources/ddl/column_type_test_mysql8.sql;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/serializer/data/writer/AbstractBinaryWriter.java,6,3,271,1,3.0,1346.0,179.0,1346.0,2.0,1277.0,168.0,1277.0,0.0,0.0,0.0,0.0,94.0,122.0,2.0,0.0,1.0,69.0,11.0,69.0
FLINK-35743,Runtime,,Values,,2024/7/2 13:33,2024/8/6 16:49,7ca11359d7969cd7488fc546dd04f1bbfb8d6674,35d 03:16:22,2024-07-02T13:39:39Z,2024-08-06T16:49:22Z,2024-08-06T16:49:22Z,2024-08-06T16:49:22Z,7ca11359d7969cd7488fc546dd04f1bbfb8d6674,values-pipeline-connector;composer;common;runtime;e2e-tests;reviewed;approved,flink-cdc-common/src/main/java/org/apache/flink/cdc/common/utils/DateTimeUtils.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkPipelineComposerITCase.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkPipelineTransformITCase.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-values/src/main/java/org/apache/flink/cdc/connectors/values/ValuesDatabase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/TransformE2eITCase.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/functions/SystemFunctionUtils.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/parser/JaninoCompiler.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/parser/metadata/TransformSqlOperatorTable.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/transform/TransformDataOperatorTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/parser/JaninoCompilerTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/parser/TransformParserTest.java,11,3,903,1,34.0,9391.0,899.0,9397.0,14.0,7587.0,623.0,7587.0,15.0,1365.0,208.0,1371.0,98.0,77.0,14.0,15.0,5.0,439.0,68.0,439.0
FLINK-35774,,,,,2024/7/6 03:03,2024/8/8 13:01,81d916fc73fa2a3800202bc6eebe9d8274e4a258,33d 09:58:00,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
FLINK-35802,MySQL,,,,2024/7/10 05:50,2025/1/16 11:43,afd4a74c0a3dc4f6353a37e875023a7f849a634e,190d 05:53:25,2024-07-10T06:34:00Z,2025-01-20T18:17:57Z,2025-01-16T11:43:25Z,2025-01-16T11:43:25Z,afd4a74c0a3dc4f6353a37e875023a7f849a634e,mysql-cdc-connector;reviewed;Stale;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/debezium/reader/BinlogSplitReader.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/debezium/reader/SnapshotSplitReader.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/debezium/task/context/StatefulTaskContext.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/reader/MySqlSplitReader.java,4,4,98,1,14.0,1805.0,251.0,1805.0,7.0,1345.0,208.0,1345.0,6.0,456.0,42.0,456.0,109.0,71.0,7.0,6.0,1.0,4.0,1.0,4.0
FLINK-35813,Runtime,,,,2024/7/11 08:29,2024/8/6 09:49,44dafe33bd8c3cea15414b30eef4927e32bc8f37,26d 01:20:16,2024-07-11T08:39:05Z,2024-08-06T09:49:16Z,2024-08-06T09:49:16Z,2024-08-06T09:49:16Z,44dafe33bd8c3cea15414b30eef4927e32bc8f37,runtime;reviewed;approved,flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/TransformSchemaOperator.java,1,2,2,1,2.0,31.0,6.0,31.0,1.0,27.0,5.0,27.0,0.0,0.0,0.0,0.0,82.0,2553.0,1.0,0.0,1.0,4.0,1.0,4.0
FLINK-35852,MySQL,5.7.43,Doris,2.0.6,2024/7/16 06:44,2024/8/8 13:01,81d916fc73fa2a3800202bc6eebe9d8274e4a258,23d 06:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-35859,MySQL,,,,2024/7/17 09:28,2024/8/9 07:38,4bf5a395a5a8f83a5e309e5e985ad7c839b953db,22d 22:10:58,2024-08-08T08:14:43Z,2024-08-09T07:43:12Z,2024-08-09T07:38:58Z,2024-08-09T07:38:58Z,4bf5a395a5a8f83a5e309e5e985ad7c839b953db,mysql-cdc-connector;base;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/assigner/SnapshotSplitAssigner.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/assigners/MySqlSnapshotSplitAssigner.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/test/java/org/apache/flink/cdc/connectors/mysql/source/assigners/MySqlSnapshotSplitAssignerTest.java,3,2,31,1,6.0,209.0,37.0,209.0,1.0,72.0,13.0,72.0,4.0,96.0,18.0,96.0,122.0,363.0,1.0,4.0,1.0,41.0,6.0,41.0
